X1	X2	X3	X4
Monocytes	Fantom5	tpm.CD14-CD16%2b%20Monocytes%2c%20donor3.CNhs13548.11911-125G3	tpm.CD14-CD16%2b%20Monocytes%2c%20donor3.CNhs13548.11911-125G3
Myocytes	Fantom5	tpm.Cardiac%20Myocyte%2c%20donor1.CNhs12341.11525-119I4	tpm.Cardiac%20Myocyte%2c%20donor1.CNhs12341.11525-119I4
Myocytes	Fantom5	tpm.Cardiac%20Myocyte%2c%20donor2.CNhs12350.11605-120I3	tpm.Cardiac%20Myocyte%2c%20donor2.CNhs12350.11605-120I3
Myocytes	Fantom5	tpm.Cardiac%20Myocyte%2c%20donor3.CNhs12571.11686-122I3	tpm.Cardiac%20Myocyte%2c%20donor3.CNhs12571.11686-122I3
Neurons	Fantom5	tpm.Neurons%2c%20donor1.CNhs12338.11494-119E9	tpm.Neurons%2c%20donor1.CNhs12338.11494-119E9
Neurons	Fantom5	tpm.Neurons%2c%20donor2.CNhs12726.11574-120E8	tpm.Neurons%2c%20donor2.CNhs12726.11574-120E8
Neurons	Fantom5	tpm.Neurons%2c%20donor3.CNhs13815.11655-122E8	tpm.Neurons%2c%20donor3.CNhs13815.11655-122E8
Neutrophils	Fantom5	tpm.Neutrophils%2c%20donor1.CNhs10862.11233-116C9	tpm.Neutrophils%2c%20donor1.CNhs10862.11233-116C9
Neutrophils	Fantom5	tpm.Neutrophils%2c%20donor2.CNhs11959.11314-117C9	tpm.Neutrophils%2c%20donor2.CNhs11959.11314-117C9
Neutrophils	Fantom5	tpm.Neutrophils%2c%20donor3.CNhs11905.11390-118C4	tpm.Neutrophils%2c%20donor3.CNhs11905.11390-118C4
NK cells	Fantom5	tpm.NK%20T%20cell%20leukemia%20cell%20line%3aKHYG-1.CNhs11867.10777-110G3	tpm.NK%20T%20cell%20leukemia%20cell%20line%3aKHYG-1.CNhs11867.10777-110G3
Osteoblast	Fantom5	tpm.Osteoblast%2c%20donor1.CNhs11078.11277-116H8	tpm.Osteoblast%2c%20donor1.CNhs11078.11277-116H8
Osteoblast	Fantom5	tpm.Osteoblast%2c%20donor2.CNhs11385.11354-117H4	tpm.Osteoblast%2c%20donor2.CNhs11385.11354-117H4
Osteoblast	Fantom5	tpm.Osteoblast%2c%20donor3.CNhs12036.11426-118G4	tpm.Osteoblast%2c%20donor3.CNhs12036.11426-118G4
pDC	Fantom5	tpm.Dendritic%20Cells%20-%20plasmacytoid%2c%20donor1.CNhs10857.11228-116C4	tpm.Dendritic%20Cells%20-%20plasmacytoid%2c%20donor1.CNhs10857.11228-116C4
pDC	Fantom5	tpm.Dendritic%20Cells%20-%20plasmacytoid%2c%20donor2.CNhs12196.11309-117C4	tpm.Dendritic%20Cells%20-%20plasmacytoid%2c%20donor2.CNhs12196.11309-117C4
pDC	Fantom5	tpm.Dendritic%20Cells%20-%20plasmacytoid%2c%20donor3.CNhs12200.11385-118B8	tpm.Dendritic%20Cells%20-%20plasmacytoid%2c%20donor3.CNhs12200.11385-118B8
Pericytes	Fantom5	tpm.Pericytes%2c%20donor1.CNhs11317.11491-119E6	tpm.Pericytes%2c%20donor1.CNhs11317.11491-119E6
Pericytes	Fantom5	tpm.Pericytes%2c%20donor2.CNhs12079.11571-120E5	tpm.Pericytes%2c%20donor2.CNhs12079.11571-120E5
Pericytes	Fantom5	tpm.Pericytes%2c%20donor3.CNhs12116.11652-122E5	tpm.Pericytes%2c%20donor3.CNhs12116.11652-122E5
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20breast%20donor2%20%28cytoplasmic%20fraction%29.CNhs14562.14319-155D8	tpm.Preadipocyte%20-%20breast%20donor2%20%28cytoplasmic%20fraction%29.CNhs14562.14319-155D8
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20breast%2c%20donor1.CNhs11052.11467-119B9	tpm.Preadipocyte%20-%20breast%2c%20donor1.CNhs11052.11467-119B9
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20breast%2c%20donor2%20%28nuclear%20fraction%29.CNhs12584.14320-155D9	tpm.Preadipocyte%20-%20breast%2c%20donor2%20%28nuclear%20fraction%29.CNhs12584.14320-155D9
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20breast%2c%20donor2.CNhs11971.11328-117E5	tpm.Preadipocyte%20-%20breast%2c%20donor2.CNhs11971.11328-117E5
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20omental%2c%20donor1.CNhs11065.11468-119C1	tpm.Preadipocyte%20-%20omental%2c%20donor1.CNhs11065.11468-119C1
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20omental%2c%20donor2.CNhs11902.11329-117E6	tpm.Preadipocyte%20-%20omental%2c%20donor2.CNhs11902.11329-117E6
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20omental%2c%20donor3.CNhs12013.11403-118D8	tpm.Preadipocyte%20-%20omental%2c%20donor3.CNhs12013.11403-118D8
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20perirenal%2c%20donor1.CNhs12065.11469-119C2	tpm.Preadipocyte%20-%20perirenal%2c%20donor1.CNhs12065.11469-119C2
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor1.CNhs11081.11279-116I1	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor1.CNhs11081.11279-116I1
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor2.CNhs11981.11356-117H6	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor2.CNhs11981.11356-117H6
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor3.CNhs12038.11428-118G6	tpm.Preadipocyte%20-%20subcutaneous%2c%20donor3.CNhs12038.11428-118G6
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20visceral%2c%20donor1.CNhs11082.11280-116I2	tpm.Preadipocyte%20-%20visceral%2c%20donor1.CNhs11082.11280-116I2
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20visceral%2c%20donor2.CNhs11982.11357-117H7	tpm.Preadipocyte%20-%20visceral%2c%20donor2.CNhs11982.11357-117H7
Preadipocytes	Fantom5	tpm.Preadipocyte%20-%20visceral%2c%20donor3.CNhs12039.11429-118G7	tpm.Preadipocyte%20-%20visceral%2c%20donor3.CNhs12039.11429-118G7
Sebocytes	Fantom5	tpm.Sebocyte%2c%20donor1.CNhs10847.11220-116B5	tpm.Sebocyte%2c%20donor1.CNhs10847.11220-116B5
Sebocytes	Fantom5	tpm.Sebocyte%2c%20donor2.CNhs11951.11301-117B5	tpm.Sebocyte%2c%20donor2.CNhs11951.11301-117B5
Sebocytes	Fantom5	tpm.Sebocyte%2c%20donor3.CNhs11995.11378-118B1	tpm.Sebocyte%2c%20donor3.CNhs11995.11378-118B1
Skeletal muscle	Fantom5	tpm.Skeletal%20Muscle%20Cells%2c%20donor1.CNhs11083.11281-116I3	tpm.Skeletal%20Muscle%20Cells%2c%20donor1.CNhs11083.11281-116I3
Skeletal muscle	Fantom5	tpm.Skeletal%20Muscle%20Cells%2c%20donor2.CNhs11983.11358-117H8	tpm.Skeletal%20Muscle%20Cells%2c%20donor2.CNhs11983.11358-117H8
Skeletal muscle	Fantom5	tpm.Skeletal%20Muscle%20Cells%2c%20donor3.CNhs12040.11430-118G8	tpm.Skeletal%20Muscle%20Cells%2c%20donor3.CNhs12040.11430-118G8
Skeletal muscle	Fantom5	tpm.Skeletal%20Muscle%20Cells%2c%20donor4.CNhs12053.11451-119A2	tpm.Skeletal%20Muscle%20Cells%2c%20donor4.CNhs12053.11451-119A2
Skeletal muscle	Fantom5	tpm.Skeletal%20Muscle%20Cells%2c%20donor5.CNhs12056.11455-119A6	tpm.Skeletal%20Muscle%20Cells%2c%20donor5.CNhs12056.11455-119A6
Skeletal muscle	Fantom5	tpm.Skeletal%20Muscle%20Cells%2c%20donor6.CNhs12060.11459-119B1	tpm.Skeletal%20Muscle%20Cells%2c%20donor6.CNhs12060.11459-119B1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28cytoplasmic%20fraction%29.CNhs12401.14313-155D2	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28cytoplasmic%20fraction%29.CNhs12401.14313-155D2
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28nuclear%20fraction%29.CNhs12402.14314-155D3	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28nuclear%20fraction%29.CNhs12402.14314-155D3
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0.CNhs10838.11210-116A4	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0.CNhs10838.11210-116A4
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor1.CNhs11085.11283-116I5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor1.CNhs11085.11283-116I5
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor2.CNhs11305.11360-117I1	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor2.CNhs11305.11360-117I1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor3.CNhs11309.11432-118H1	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor3.CNhs11309.11432-118H1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Bladder%2c%20donor1.CNhs12893.11519-119H7	tpm.Smooth%20Muscle%20Cells%20-%20Bladder%2c%20donor1.CNhs12893.11519-119H7
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor1.CNhs11086.11284-116I6	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor1.CNhs11086.11284-116I6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor2.CNhs11985.11361-117I2	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor2.CNhs11985.11361-117I2
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor3.CNhs12043.11433-118H2	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor3.CNhs12043.11433-118H2
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor1.CNhs10863.11234-116D1	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor1.CNhs10863.11234-116D1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor2.CNhs11900.11315-117D1	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor2.CNhs11900.11315-117D1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor3.CNhs12004.11391-118C5	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor3.CNhs12004.11391-118C5
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor1.CNhs11328.11512-119G9	tpm.Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor1.CNhs11328.11512-119G9
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor2.CNhs12348.11592-120G8	tpm.Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor2.CNhs12348.11592-120G8
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor1.CNhs11087.11285-116I7	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor1.CNhs11087.11285-116I7
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor2.CNhs11986.11362-117I3	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor2.CNhs11986.11362-117I3
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor3.CNhs12044.11434-118H3	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor3.CNhs12044.11434-118H3
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor1.CNhs10868.11239-116D6	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor1.CNhs10868.11239-116D6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor2.CNhs11963.11320-117D6	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor2.CNhs11963.11320-117D6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor3.CNhs12007.11396-118D1	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor3.CNhs12007.11396-118D1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor1.CNhs11088.11286-116I8	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor1.CNhs11088.11286-116I8
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor2.CNhs11987.11363-117I4	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor2.CNhs11987.11363-117I4
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor3.CNhs12045.11435-118H4	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor3.CNhs12045.11435-118H4
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor1.CNhs11324.11508-119G5	tpm.Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor1.CNhs11324.11508-119G5
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor2.CNhs12727.11588-120G4	tpm.Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor2.CNhs12727.11588-120G4
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor1.CNhs11067.11287-116I9	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor1.CNhs11067.11287-116I9
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor2.CNhs11988.11364-117I5	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor2.CNhs11988.11364-117I5
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor3.CNhs12046.11436-118H5	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor3.CNhs12046.11436-118H5
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Intestinal%2c%20donor1.CNhs12595.11509-119G6	tpm.Smooth%20Muscle%20Cells%20-%20Intestinal%2c%20donor1.CNhs12595.11509-119G6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor1.CNhs11920.11257-116F6	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor1.CNhs11920.11257-116F6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor2.CNhs11976.11335-117F3	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor2.CNhs11976.11335-117F3
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor3.CNhs11910.11465-119B7	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor3.CNhs11910.11465-119B7
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor1.CNhs11089.11288-117A1	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor1.CNhs11089.11288-117A1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor2.CNhs11989.11365-117I6	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor2.CNhs11989.11365-117I6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor3.CNhs12047.11437-118H6	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor3.CNhs12047.11437-118H6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor1.CNhs11090.11289-117A2	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor1.CNhs11090.11289-117A2
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor2.CNhs11990.11366-117I7	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor2.CNhs11990.11366-117I7
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor3.CNhs12048.11438-118H7	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor3.CNhs12048.11438-118H7
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor1.CNhs11329.11513-119H1	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor1.CNhs11329.11513-119H1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor2.CNhs12567.11593-120G9	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor2.CNhs12567.11593-120G9
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor3.CNhs12894.11674-122G9	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor3.CNhs12894.11674-122G9
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor1.CNhs11091.11290-117A3	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor1.CNhs11091.11290-117A3
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor2.CNhs11991.11367-117I8	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor2.CNhs11991.11367-117I8
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor3.CNhs12049.11439-118H8	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor3.CNhs12049.11439-118H8
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor1.CNhs12597.11541-120B2	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor1.CNhs12597.11541-120B2
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor2.CNhs12569.11621-122B1	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor2.CNhs12569.11621-122B1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor3.CNhs13076.11702-123B1	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor3.CNhs13076.11702-123B1
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20artery%2c%20donor0.CNhs10839.11212-116A6	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20artery%2c%20donor0.CNhs10839.11212-116A6
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor1.CNhs11921.11258-116F7	tpm.Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor1.CNhs11921.11258-116F7
Smooth muscle	Fantom5	tpm.Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor3.CNhs11927.11466-119B8	tpm.Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor3.CNhs11927.11466-119B8
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor1.CNhs14183.11960-126C7	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor1.CNhs14183.11960-126C7
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor2.CNhs14184.11961-126C8	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor2.CNhs14184.11961-126C8
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor3.CNhs14186.11962-126C9	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor3.CNhs14186.11962-126C9
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor4.CNhs14187.11963-126D1	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor4.CNhs14187.11963-126D1
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor5.CNhs14188.11964-126D2	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor5.CNhs14188.11964-126D2
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor6.CNhs14189.11965-126D3	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20asthmatic%2c%20donor6.CNhs14189.11965-126D3
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor1.CNhs14190.11966-126D4	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor1.CNhs14190.11966-126D4
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor2.CNhs14191.11967-126D5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor2.CNhs14191.11967-126D5
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor3.CNhs14192.11968-126D6	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor3.CNhs14192.11968-126D6
Smooth muscle	Fantom5	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor4.CNhs14193.11969-126D7	tpm.Smooth%20muscle%20cells%20-%20airway%2c%20control%2c%20donor4.CNhs14193.11969-126D7
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%20expanded%2c%20donor1.CNhs13203.11793-124C2	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%20expanded%2c%20donor1.CNhs13203.11793-124C2
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%20expanded%2c%20donor2.CNhs13918.11915-125G7	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%20expanded%2c%20donor2.CNhs13918.11915-125G7
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%20expanded%2c%20donor3.CNhs13919.11919-125H2	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%20expanded%2c%20donor3.CNhs13919.11919-125H2
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor1.CNhs13238.11780-124A7	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor1.CNhs13238.11780-124A7
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor2.CNhs13235.11796-124C5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor2.CNhs13235.11796-124C5
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor3.CNhs13513.11907-125F8	tpm.CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor3.CNhs13513.11907-125F8
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%20expanded%2c%20donor1.CNhs13204.11794-124C3	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%20expanded%2c%20donor1.CNhs13204.11794-124C3
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%20expanded%2c%20donor2.CNhs13811.11916-125G8	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%20expanded%2c%20donor2.CNhs13811.11916-125G8
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%20expanded%2c%20donor3.CNhs13812.11920-125H3	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%20expanded%2c%20donor3.CNhs13812.11920-125H3
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%2c%20donor1.CNhs13195.11782-124A9	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%2c%20donor1.CNhs13195.11782-124A9
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%2c%20donor2.CNhs13206.11797-124C6	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%2c%20donor2.CNhs13206.11797-124C6
Tregs	Fantom5	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%2c%20donor3.CNhs13538.11908-125F9	tpm.CD4%2bCD25%2bCD45RA-%20memory%20regulatory%20T%20cells%2c%20donor3.CNhs13538.11908-125F9
CD8+ Tcm	Blueprint	central memory CD8-positive, alpha-beta T cell	central memory CD8-positive, alpha-beta T cell
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 1	CD8+ Central Memory, sample 1
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 2	CD8+ Central Memory, sample 2
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 3	CD8+ Central Memory, sample 3
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 4	CD8+ Central Memory, sample 4
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 5	CD8+ Central Memory, sample 5
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 6	CD8+ Central Memory, sample 6
CD8+ Tcm	Noverstern	CD8+ Central Memory, sample 7	CD8+ Central Memory, sample 7
CD8+ Tcm	Mabbott	Hs.116:T_cells:CD8+_Central_memory_:r1	Hs.116:T_cells:CD8+_Central_memory_:r1
CD8+ Tcm	Mabbott	Hs.116:T_cells:CD8+_Central_memory_:r2	Hs.116:T_cells:CD8+_Central_memory_:r2
CD8+ Tcm	Mabbott	Hs.116:T_cells:CD8+_Central_memory_:r3	Hs.116:T_cells:CD8+_Central_memory_:r3
CD8+ Tem	Blueprint	effector memory CD8-positive, alpha-beta T cell	effector memory CD8-positive, alpha-beta T cell
CD8+ Tem	Noverstern	CD8+ Effector Memory, sample 1	CD8+ Effector Memory, sample 1
